LocationName,ISO,country,region,world_region,MPI,geo,lat,lon,id,funded_amount,loan_amount,activity,sector,use,country_code,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,borrower_genders,repayment_interval,date,year,month,day
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,686794,800.0,800.0,Agriculture,Agriculture,to pay for the land lease and to buy whatever is necessary to begin working in farming for another year.,SV,USD,199.0,2014-03-20 16:27:42+00:00,2014-03-04 08:00:00+00:00,2014-03-26 21:42:21+00:00,14.0,29,,female,bullet,2014-03-20,2014,March,Thursday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,686843,450.0,450.0,Agriculture,Agriculture,"to purchase livestock, pesticides, and fertilizer.",SV,USD,199.0,2014-03-20 20:47:22+00:00,2014-03-18 07:00:00+00:00,2014-04-22 17:09:58+00:00,17.0,17,"#Supporting Family, #First Loan, #Animals, user_favorite",male,monthly,2014-03-20,2014,March,Thursday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,686841,500.0,500.0,Agriculture,Agriculture,to buy things like compost and fertilizers for his crop.,SV,USD,199.0,2014-03-20 20:36:54+00:00,2014-03-18 07:00:00+00:00,2014-04-19 15:05:24+00:00,17.0,13,"#Vegan, #Supporting Family, #Parent",male,monthly,2014-03-20,2014,March,Thursday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,686797,400.0,400.0,Agriculture,Agriculture,to be able to fertilize her pipian one last time and to pay for the land rental. ,SV,USD,199.0,2014-03-20 16:36:27+00:00,2014-03-17 07:00:00+00:00,2014-03-27 08:58:15+00:00,14.0,13,,female,irregular,2014-03-20,2014,March,Thursday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,686800,500.0,500.0,Personal Housing Expenses,Housing,"to buy the materials needed to repair his house, as well as fishing implements.",SV,USD,199.0,2014-03-20 16:50:03+00:00,2014-03-18 07:00:00+00:00,2014-04-24 12:49:35+00:00,20.0,8,"#Interesting Photo, #Parent, user_favorite, user_favorite",male,monthly,2014-03-20,2014,March,Thursday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,686798,275.0,275.0,Food Production/Sales,Food,"to buy corn, crackling, farmer's cheese, beans, loroco, oil, etc. to increase her business.  ",SV,USD,199.0,2014-03-20 16:42:56+00:00,2014-03-11 07:00:00+00:00,2014-03-26 23:44:15+00:00,14.0,10,,female,monthly,2014-03-20,2014,March,Thursday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,688403,1000.0,1000.0,Farm Supplies,Agriculture,"to buy pesticide, manure, and fertilizers for agricultural work. 
",SV,USD,199.0,2014-03-24 15:44:06+00:00,2014-03-20 07:00:00+00:00,2014-04-26 11:50:01+00:00,14.0,23,"#Parent, #Supporting Family, user_favorite",male,monthly,2014-03-24,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,688434,1200.0,1200.0,Food Production/Sales,Food,to buy artisanal sweets to make preserves,SV,USD,199.0,2014-03-24 16:05:56+00:00,2014-03-10 07:00:00+00:00,2014-04-25 02:48:22+00:00,14.0,42,"#Single Parent, #Woman Owned Biz, #Schooling, user_favorite",female,monthly,2014-03-24,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,688453,400.0,400.0,Poultry,Agriculture,to buy chickens to fatten and then sell,SV,USD,199.0,2014-03-24 16:52:33+00:00,2014-03-10 07:00:00+00:00,2014-03-31 20:29:41+00:00,14.0,13,,female,bullet,2014-03-24,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,688442,700.0,700.0,Fruits & Vegetables,Food,to buy fruit and vegetables and extend his wife's business.,SV,USD,199.0,2014-03-24 16:27:38+00:00,2014-03-20 07:00:00+00:00,2014-04-26 15:59:48+00:00,17.0,18,"#Elderly, #Parent, #Schooling, user_favorite, user_favorite",male,monthly,2014-03-24,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,688448,600.0,600.0,Fruits & Vegetables,Food,to buy more vegetables and expand her business.,SV,USD,199.0,2014-03-24 16:40:35+00:00,2014-03-10 07:00:00+00:00,2014-04-24 14:46:44+00:00,14.0,23,"#Schooling, #Elderly, #Parent, user_favorite",female,bullet,2014-03-24,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,688457,1000.0,1000.0,General Store,Retail,to expand her business and to buy more goods to sell.,SV,USD,199.0,2014-03-24 17:01:01+00:00,2014-03-10 07:00:00+00:00,2014-04-25 05:56:12+00:00,26.0,28,user_favorite,female,monthly,2014-03-24,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,688440,1000.0,1000.0,Clothing Sales,Clothing,to buy supplies and clothing and to invest more in her business.,SV,USD,199.0,2014-03-24 16:20:38+00:00,2014-03-10 07:00:00+00:00,2014-04-25 03:13:04+00:00,26.0,38,"#Parent, user_favorite",female,monthly,2014-03-24,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,688416,600.0,600.0,Farm Supplies,Agriculture,to buy compost and fertilizer for farming tasks,SV,USD,199.0,2014-03-24 15:51:55+00:00,2014-03-18 07:00:00+00:00,2014-04-25 11:47:30+00:00,14.0,17,"#Vegan, #Supporting Family, #Parent, user_favorite",male,bullet,2014-03-24,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,688393,1000.0,1000.0,Agriculture,Agriculture,purchase fertilizers and livestock. ,SV,USD,199.0,2014-03-24 15:36:28+00:00,2014-03-18 07:00:00+00:00,2014-04-27 16:49:48+00:00,26.0,39,"#Animals, #Parent, #Supporting Family, user_favorite, user_favorite, user_favorite",male,monthly,2014-03-24,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,688454,400.0,400.0,Fruits & Vegetables,Food,to buy more wholesale fruit and vegetables ,SV,USD,199.0,2014-03-24 16:54:43+00:00,2014-03-10 07:00:00+00:00,2014-04-01 00:23:19+00:00,14.0,12,,female,monthly,2014-03-24,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690114,500.0,500.0,Clothing,Clothing,to buy clothing at wholesale.,SV,USD,199.0,2014-03-27 18:10:41+00:00,2014-03-10 07:00:00+00:00,2014-04-15 23:22:30+00:00,14.0,16,"#Fabrics, #Supporting Family, #Parent",female,monthly,2014-03-27,2014,March,Thursday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690108,200.0,200.0,Livestock,Agriculture,to buy livestock.,SV,USD,199.0,2014-03-27 17:59:20+00:00,2014-03-18 07:00:00+00:00,2014-04-07 17:47:07+00:00,14.0,6,,male,bullet,2014-03-27,2014,March,Thursday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690110,700.0,700.0,Livestock,Agriculture,to buy a pair of bullocks.,SV,USD,199.0,2014-03-27 18:05:02+00:00,2014-02-28 08:00:00+00:00,2014-04-24 13:27:23+00:00,14.0,26,"#Parent, #Animals, #Biz Durable Asset, user_favorite",female,bullet,2014-03-27,2014,March,Thursday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690112,750.0,750.0,Furniture Making,Manufacturing,to buy joinery materials,SV,USD,199.0,2014-03-27 18:07:42+00:00,2014-03-13 07:00:00+00:00,2014-04-07 09:47:00+00:00,14.0,14,#Parent,female,monthly,2014-03-27,2014,March,Thursday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690618,500.0,500.0,Agriculture,Agriculture,"to buy fertilizer, foliar products, and pesticides, pay rent, and pay for labor.",SV,USD,199.0,2014-03-28 16:22:19+00:00,2014-03-25 07:00:00+00:00,2014-04-05 15:23:28+00:00,7.0,12,,female,bullet,2014-03-28,2014,March,Friday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690577,1200.0,1200.0,Land Rental,Agriculture,to rent the land on which she will plant corn. ,SV,USD,199.0,2014-03-28 15:38:56+00:00,2014-03-10 07:00:00+00:00,2014-04-16 19:09:53+00:00,8.0,36,"user_favorite, #Elderly, #Eco-friendly",female,bullet,2014-03-28,2014,March,Friday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690561,750.0,750.0,Agriculture,Agriculture,to buy fertilizer and pesticides.,SV,USD,199.0,2014-03-28 15:14:42+00:00,2014-03-20 07:00:00+00:00,2014-05-01 19:32:37+00:00,14.0,17,"volunteer_like, volunteer_pick, #Parent, #Supporting Family, #Vegan, user_favorite",female,bullet,2014-03-28,2014,March,Friday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690593,600.0,600.0,Farming,Agriculture,"to buy seeds, compost, and pesticides for her watermelon crop",SV,USD,199.0,2014-03-28 15:57:24+00:00,2014-03-18 07:00:00+00:00,2014-04-19 20:37:11+00:00,14.0,22,"#Vegan, #Supporting Family, #Parent",female,irregular,2014-03-28,2014,March,Friday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690607,1200.0,1600.0,Agriculture,Agriculture,"to buy manure, fertilizers, pesticides, and to pay for labor and rental of the land.",SV,USD,199.0,2014-03-28 16:10:21+00:00,2014-03-07 08:00:00+00:00,,14.0,20,"#Elderly, #Job Creator, #Sustainable Ag, user_favorite, user_favorite",female,irregular,2014-03-28,2014,March,Friday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690585,500.0,500.0,Livestock,Agriculture,to buy a cow.,SV,USD,199.0,2014-03-28 15:45:08+00:00,2014-03-20 07:00:00+00:00,2014-04-24 12:58:06+00:00,14.0,20,"#Elderly, #Animals, #Biz Durable Asset, user_favorite",male,bullet,2014-03-28,2014,March,Friday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690572,825.0,1300.0,Personal Housing Expenses,Housing,"to buy cinder blocks, cement and rods to build a wall around the house.",SV,USD,199.0,2014-03-28 15:32:48+00:00,2014-03-03 08:00:00+00:00,,20.0,17,"user_favorite, user_favorite, user_favorite",female,monthly,2014-03-28,2014,March,Friday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690567,450.0,450.0,Livestock,Agriculture,to buy a cow.,SV,USD,199.0,2014-03-28 15:23:13+00:00,2014-03-20 07:00:00+00:00,2014-04-04 18:55:06+00:00,14.0,15,,female,bullet,2014-03-28,2014,March,Friday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690936,1100.0,1100.0,Personal Medical Expenses,Health,to have some medical exams done on her broken foot.,SV,USD,199.0,2014-03-29 15:58:07+00:00,2014-03-20 07:00:00+00:00,2014-04-09 11:33:50+00:00,14.0,42,,female,monthly,2014-03-29,2014,March,Saturday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690948,875.0,1000.0,Livestock,Agriculture,to purchase cattle and to invest in corn and sorghum.,SV,USD,199.0,2014-03-29 16:43:15+00:00,2014-03-24 07:00:00+00:00,,14.0,29,"#Animals, #Eco-friendly, #Parent, user_favorite",male,bullet,2014-03-29,2014,March,Saturday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690937,1275.0,1500.0,Agriculture,Agriculture,"To work in agriculture and livestock farming, buying compost and fertilizers.",SV,USD,199.0,2014-03-29 16:04:17+00:00,2014-03-27 07:00:00+00:00,,14.0,44,"#Repeat Borrower, user_favorite, #Single, #Supporting Family, #Inspiring Story, user_favorite, #Hidden Gem",male,bullet,2014-03-29,2014,March,Saturday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690946,1175.0,1500.0,Livestock,Agriculture,to buy livestock and repair the truck he uses to make trips,SV,USD,199.0,2014-03-29 16:30:14+00:00,2014-03-26 07:00:00+00:00,,26.0,35,"#Animals, #Parent, #Sustainable Ag, user_favorite",male,monthly,2014-03-29,2014,March,Saturday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690909,800.0,800.0,Livestock,Agriculture,to buy a calf.,SV,USD,199.0,2014-03-29 14:33:19+00:00,2014-03-18 07:00:00+00:00,2014-05-06 04:28:37+00:00,14.0,29,"volunteer_pick, volunteer_like, #Elderly, #Animals, user_favorite",male,bullet,2014-03-29,2014,March,Saturday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690910,1000.0,1000.0,Personal Housing Expenses,Housing,to finish building his house.,SV,USD,199.0,2014-03-29 14:37:06+00:00,2014-03-18 07:00:00+00:00,2014-05-06 16:51:36+00:00,26.0,21,"volunteer_pick, volunteer_like, #Animals, #Eco-friendly, #Sustainable Ag, user_favorite",male,monthly,2014-03-29,2014,March,Saturday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690944,1500.0,1500.0,Agriculture,Agriculture,"to purchase compost, fertilizer and a calf.",SV,USD,199.0,2014-03-29 16:23:42+00:00,2014-03-14 07:00:00+00:00,2014-05-07 02:43:05+00:00,14.0,49,"#Animals, #Sustainable Ag, #Parent, user_favorite",male,bullet,2014-03-29,2014,March,Saturday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690947,1500.0,1500.0,Livestock,Agriculture,to purchase cattle and get her farm ahead.,SV,USD,199.0,2014-03-29 16:36:53+00:00,2014-03-14 07:00:00+00:00,2014-05-06 06:50:09+00:00,14.0,59,"volunteer_like, #Animals, #Woman Owned Biz, #Sustainable Ag, user_favorite",female,bullet,2014-03-29,2014,March,Saturday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691506,800.0,1500.0,Land Rental,Agriculture,To rent cropland and buy a young bull.,SV,USD,199.0,2014-03-31 15:01:41+00:00,2014-03-17 07:00:00+00:00,,14.0,21,"#Animals, #Parent, user_favorite",male,monthly,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691543,800.0,800.0,Agriculture,Agriculture,to purchase fertilizers and pesticides and to pay the rent on the land.,SV,USD,199.0,2014-03-31 15:56:45+00:00,2014-03-18 07:00:00+00:00,2014-04-20 12:15:02+00:00,14.0,27,"#Schooling, #Parent",female,irregular,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691479,300.0,300.0,General Store,Retail,to buy more products for his shop.,SV,USD,199.0,2014-03-31 14:21:26+00:00,2014-03-19 07:00:00+00:00,2014-04-23 18:59:39+00:00,14.0,9,"#Elderly, #Parent",male,monthly,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691528,600.0,600.0,Phone Repair,Services,to pay for improvements to his phone sales and repair business.,SV,USD,199.0,2014-03-31 15:35:43+00:00,2014-03-19 07:00:00+00:00,2014-04-11 16:06:23+00:00,14.0,21,,male,monthly,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691501,525.0,525.0,Livestock,Agriculture,To buy two calves.,SV,USD,199.0,2014-03-31 14:54:28+00:00,2014-03-17 07:00:00+00:00,2014-04-19 04:48:42+00:00,26.0,11,"#Parent, #Animals, #Biz Durable Asset",male,monthly,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691552,500.0,500.0,Agriculture,Agriculture,to buy fertilizer and to pay the rent on the land.,SV,USD,199.0,2014-03-31 16:04:54+00:00,2014-03-19 07:00:00+00:00,2014-04-10 19:52:45+00:00,14.0,13,,female,bullet,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691511,600.0,600.0,Personal Medical Expenses,Health,to help his father with his health issues.,SV,USD,199.0,2014-03-31 15:09:43+00:00,2014-03-19 07:00:00+00:00,2014-04-10 16:03:15+00:00,14.0,23,,male,bullet,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691533,500.0,500.0,Services,Services,to pay for equipment repairs.,SV,USD,199.0,2014-03-31 15:44:53+00:00,2014-03-25 07:00:00+00:00,2014-05-07 14:29:03+00:00,17.0,17,user_favorite,male,monthly,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691487,300.0,300.0,General Store,Retail,"to buy products for her small store such as cassava, corn, beans, soft drinks, rice, sugar, etc.",SV,USD,199.0,2014-03-31 14:29:29+00:00,2014-03-19 07:00:00+00:00,2014-04-10 14:42:04+00:00,14.0,12,,female,bullet,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691493,125.0,125.0,General Store,Retail,to expand her store and buy more products.,SV,USD,199.0,2014-03-31 14:40:33+00:00,2014-03-19 07:00:00+00:00,2014-04-10 07:50:41+00:00,14.0,5,,female,monthly,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691499,625.0,625.0,Livestock,Agriculture,to buy dairy cattle and fatten them up,SV,USD,199.0,2014-03-31 14:48:02+00:00,2014-03-17 07:00:00+00:00,2014-05-09 23:49:22+00:00,14.0,14,"#Animals, #Parent, user_favorite",male,irregular,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691515,600.0,600.0,Food Production/Sales,Food,to improve his business and to purchase more products and baking sheets to make totopostes (baked corn tortilla) and tustacas (baked corn and cheese dough),SV,USD,199.0,2014-03-31 15:22:17+00:00,2014-03-27 07:00:00+00:00,2014-05-06 21:55:32+00:00,14.0,23,"#Repeat Borrower, #Parent, user_favorite",male,monthly,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,691663,200.0,200.0,Clothing Sales,Clothing,to buy clothing for her business and to work in agriculture,SV,USD,199.0,2014-03-31 20:21:51+00:00,2014-03-31 07:00:00+00:00,2014-04-11 17:03:16+00:00,14.0,8,,female,bullet,2014-03-31,2014,March,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,694620,300.0,300.0,Livestock,Agriculture,to buy a calf.,SV,USD,199.0,2014-04-07 17:40:00+00:00,2014-03-31 07:00:00+00:00,2014-04-16 14:01:06+00:00,15.0,11,,female,bullet,2014-04-07,2014,April,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,694633,825.0,825.0,Agriculture,Agriculture,to pay for rent on the land she will farm.,SV,USD,199.0,2014-04-07 18:11:16+00:00,2014-03-10 07:00:00+00:00,2014-04-17 15:46:13+00:00,16.0,33,user_favorite,female,bullet,2014-04-07,2014,April,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,694613,300.0,300.0,Food Production/Sales,Food,"to buy corn, seasoning, beans, chickens, and vegetables for his tamale business. ",SV,USD,199.0,2014-04-07 17:22:12+00:00,2014-03-31 07:00:00+00:00,2014-04-24 22:53:50+00:00,15.0,12,,male,monthly,2014-04-07,2014,April,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,694615,300.0,300.0,Cafe,Food,to buy products for her cafe. ,SV,USD,199.0,2014-04-07 17:28:39+00:00,2014-03-31 07:00:00+00:00,2014-04-16 14:41:38+00:00,15.0,9,,female,monthly,2014-04-07,2014,April,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,694625,600.0,600.0,Livestock,Agriculture,to buy a pair of calves.,SV,USD,199.0,2014-04-07 17:49:27+00:00,2014-03-24 07:00:00+00:00,2014-04-17 01:34:34+00:00,14.0,17,"volunteer_pick, volunteer_like",female,bullet,2014-04-07,2014,April,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,694631,975.0,975.0,Agriculture,Agriculture,to buy beef cattle and pay rent on the land she will farm.,SV,USD,199.0,2014-04-07 18:05:45+00:00,2014-03-24 07:00:00+00:00,2014-04-21 15:00:06+00:00,14.0,36,,female,bullet,2014-04-07,2014,April,Monday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,695169,1000.0,1000.0,Food Production/Sales,Food,"to buy more pork rind, fresh cheese, beans, corn, oil and a griddle.",SV,USD,199.0,2014-04-08 15:33:44+00:00,2014-04-07 07:00:00+00:00,2014-05-17 20:11:59+00:00,26.0,37,"#Parent, user_favorite",female,monthly,2014-04-08,2014,April,Tuesday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,695347,600.0,1500.0,Personal Expenses,Personal Use,to pay a debt at another institution and to invest in her business.,SV,USD,199.0,2014-04-08 22:32:09+00:00,2014-03-11 07:00:00+00:00,,26.0,19,"#Fabrics, #Parent, #Woman Owned Biz, user_favorite",female,monthly,2014-04-08,2014,April,Tuesday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,695348,350.0,900.0,Personal Housing Expenses,Housing,to improve the home where he lives.,SV,USD,199.0,2014-04-08 22:34:46+00:00,2014-03-28 07:00:00+00:00,,20.0,13,user_favorite,male,irregular,2014-04-08,2014,April,Tuesday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,695344,525.0,525.0,Personal Housing Expenses,Housing,to finish construction on her house. ,SV,USD,199.0,2014-04-08 22:27:49+00:00,2014-03-17 07:00:00+00:00,2014-05-18 14:50:59+00:00,14.0,16,"#Parent, user_favorite",female,bullet,2014-04-08,2014,April,Tuesday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,695685,700.0,700.0,Personal Housing Expenses,Housing,"to buy construction materials like cement blocks, zinc sheets, sand, iron and cement. ",SV,USD,199.0,2014-04-09 14:07:08+00:00,2014-04-08 07:00:00+00:00,2014-05-19 14:21:33+00:00,20.0,21,"#Parent, user_favorite",male,monthly,2014-04-09,2014,April,Wednesday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,696366,350.0,350.0,Personal Housing Expenses,Housing,"Buy adobe bricks and tiles, and pay for labour to make improvements to her house",SV,USD,199.0,2014-04-10 17:18:26+00:00,2014-03-31 07:00:00+00:00,2014-04-24 15:20:58+00:00,15.0,14,"#Job Creator, #Single Parent",female,monthly,2014-04-10,2014,April,Thursday
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,696362,1400.0,1400.0,Agriculture,Agriculture,to buy agricultural supplies,SV,USD,199.0,2014-04-10 17:11:53+00:00,2014-04-07 07:00:00+00:00,2014-05-20 18:05:00+00:00,14.0,37,"#Elderly, #Parent, user_favorite, user_favorite",male,bullet,2014-04-10,2014,April,Thursday
