,LocationName,ISO,country,region,world_region,MPI,geo,lat,lon,id,funded_amount,loan_amount,activity,sector,use,country_code,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,borrower_genders,repayment_interval,date,year,month,day
1238,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,925795,725.0,775.0,Food Production/Sales,Food,to build a stand and buy equipment for her food sales business.,SV,USD,199.0,2015-07-30 14:22:19+00:00,2015-07-28 07:00:00+00:00,,15.0,20,"#Biz Durable Asset, #Parent, #Schooling, #Woman Owned Biz",female,monthly,2015-07-30,2015,July,Thursday
1750,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1101722,700.0,700.0,Retail,Retail,"to buy shirts, trousers, dresses, skirts, undergarments, and plastic cooking utensils to sell.",SV,USD,199.0,2016-06-18 15:01:55+00:00,2016-05-26 07:00:00+00:00,2016-07-21 20:33:37+00:00,17.0,17,"#Repeat Borrower, #Parent, #Single Parent, #Woman Owned Biz",female,monthly,2016-06-18,2016,June,Saturday
410,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,729349,300.0,300.0,Personal Housing Expenses,Housing,to make 2 metal doors with safety bars because the ones he has are wooden doors. ,SV,USD,199.0,2014-06-23 15:06:20+00:00,2014-06-20 07:00:00+00:00,2014-07-25 22:55:12+00:00,14.0,11,"#Parent, #Hidden Gem",male,monthly,2014-06-23,2014,June,Monday
2978,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1101749,125.0,800.0,Food Production/Sales,Food,"to buy oil, potatoes, yucca and plantains to continue her sales at festivals.",SV,USD,199.0,2016-06-18 15:20:31+00:00,2016-05-31 07:00:00+00:00,,15.0,4,"#Woman Owned Biz, #Single Parent, #Parent, user_favorite",female,monthly,2016-06-18,2016,June,Saturday
539,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,759746,525.0,600.0,Farm Supplies,Agriculture,"buy farming supplies, specifically pesticide and fertilizers, and fix the roof of his house.",SV,USD,199.0,2014-08-25 21:53:51+00:00,2014-08-20 07:00:00+00:00,,20.0,7,#Supporting Family,male,monthly,2014-08-25,2014,August,Monday
1074,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,878149,300.0,300.0,Food Market,Food,to repair the vehicle that he uses to go out selling eggs,SV,USD,199.0,2015-04-29 15:08:51+00:00,2015-04-18 07:00:00+00:00,2015-05-07 19:29:42+00:00,14.0,6,volunteer_pick,male,monthly,2015-04-29,2015,April,Wednesday
561,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,762103,500.0,500.0,Personal Housing Expenses,Housing,"to buy cement, to finish constructing the walls at her home, and to cement the ground floor.",SV,USD,199.0,2014-08-29 20:04:02+00:00,2014-08-29 07:00:00+00:00,2014-10-09 04:21:40+00:00,14.0,9,"#Parent, #Woman Owned Biz, user_favorite",female,monthly,2014-08-29,2014,August,Friday
2666,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1318907,400.0,400.0,Farming,Agriculture,to hire workers to harvest his cassava crop and prepare the land for replanting.,SV,USD,199.0,2017-06-13 14:40:20+00:00,2017-05-25 07:00:00+00:00,2017-06-15 01:20:03+00:00,13.0,8,,male,bullet,2017-06-13,2017,June,Tuesday
1033,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,869885,1250.0,1500.0,Personal Housing Expenses,Housing,to make some repairs on her home.,SV,USD,199.0,2015-04-14 15:36:22+00:00,2015-03-20 07:00:00+00:00,,26.0,25,"#Single Parent, #Sustainable Ag",female,monthly,2015-04-14,2015,April,Tuesday
3290,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1283865,500.0,500.0,Farming,Agriculture,to buy fertilizer and seed to sow basic grains. He will also pay the rent on the plot of land he cultivates.,SV,USD,199.0,2017-04-21 19:05:03+00:00,2017-04-11 07:00:00+00:00,2017-05-21 00:42:57+00:00,14.0,13,"#Repeat Borrower, #Parent, user_favorite",male,bullet,2017-04-21,2017,April,Friday
936,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,844451,400.0,400.0,Food Production/Sales,Food,to buy a stove for making pupusas and to invest in setting up a small store.,SV,USD,199.0,2015-02-20 21:08:33+00:00,2015-02-11 08:00:00+00:00,2015-02-25 23:15:14+00:00,14.0,15,,female,monthly,2015-02-20,2015,February,Friday
2257,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1227860,1200.0,1600.0,Cattle,Agriculture,to buy 5 calves to raise and breed.,SV,USD,199.0,2017-01-26 21:18:14+00:00,2017-01-23 08:00:00+00:00,,20.0,20,"#Animals, #Parent, #Biz Durable Asset",male,monthly,2017-01-26,2017,January,Thursday
2134,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1195594,1000.0,1000.0,Metal Shop,Manufacturing,buy tools for the metal workshop and to make repairs to his vehicle.,SV,USD,199.0,2016-11-29 13:43:53+00:00,2016-11-16 08:00:00+00:00,2016-12-17 16:18:05+00:00,26.0,22,#Biz Durable Asset,male,monthly,2016-11-29,2016,November,Tuesday
3195,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1240087,400.0,400.0,Food Production/Sales,Food,"to buy potatoes, yucca, plantains, oil, firewood, bags, disposable serving items etc. for her business selling corn-based dishes.",SV,USD,199.0,2017-02-16 19:56:11+00:00,2017-02-01 08:00:00+00:00,2017-02-17 21:23:00+00:00,14.0,8,#Repeat Borrower,female,monthly,2017-02-16,2017,February,Thursday
1708,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1070539,500.0,500.0,Fishing,Food,to buy a canoe because the one her husband is using is quite deteriorated. She will also buy trammels.,SV,USD,199.0,2016-05-17 21:58:06+00:00,2016-05-09 07:00:00+00:00,2016-05-23 22:34:06+00:00,14.0,20,"#Biz Durable Asset, #Parent, user_favorite",female,monthly,2016-05-17,2016,May,Tuesday
3383,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1314673,1000.0,1000.0,Agriculture,Agriculture,"buy fertilizers for her corn, beans and tomatoes. With the income from the harvest, her children will be able to stay in school.",SV,USD,199.0,2017-06-06 17:21:26+00:00,2017-05-24 07:00:00+00:00,2017-06-14 17:20:58+00:00,14.0,24,"volunteer_pick, #Parent, #Widowed, user_favorite",female,monthly,2017-06-06,2017,June,Tuesday
2715,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1327601,50.0,1200.0,General Store,Retail,"to buy sugar, coffee, detergents, beverages, and other products.",SV,USD,199.0,2017-06-26 17:01:13+00:00,2017-06-23 07:00:00+00:00,,14.0,2,"#Repeat Borrower, #Parent",male,monthly,2017-06-26,2017,June,Monday
673,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,785247,600.0,700.0,General Store,Retail,"to buy rice, beans, sugar, cooking oil, bread, and coffee, etc. to sell at the store.",SV,USD,199.0,2014-10-17 21:46:41+00:00,2014-10-14 07:00:00+00:00,,20.0,10,"#Elderly, #Parent, user_favorite",male,monthly,2014-10-17,2014,October,Friday
1931,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1159148,400.0,400.0,Agriculture,Agriculture,to buy compost and foliar fertilizers for her corn crops.,SV,USD,199.0,2016-09-27 17:38:49+00:00,2016-09-09 07:00:00+00:00,2016-10-01 22:09:13+00:00,9.0,12,"#Repeat Borrower, user_favorite",female,bullet,2016-09-27,2016,September,Tuesday
2850,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,985472,500.0,500.0,Shoe Sales,Retail,"to buy sandals, shoes, and booties.",SV,USD,199.0,2015-11-25 21:15:48+00:00,2015-11-12 08:00:00+00:00,2015-12-28 17:12:55+00:00,14.0,19,"#Elderly, #Woman Owned Biz",female,monthly,2015-11-25,2015,November,Wednesday
3133,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1208504,500.0,500.0,Clothing Sales,Clothing,"to buy pants, shirts, blouses and underwear to continue selling.",SV,USD,199.0,2016-12-21 18:52:21+00:00,2016-12-08 08:00:00+00:00,2017-01-20 04:57:37+00:00,14.0,17,"#Parent, #Woman Owned Biz, user_favorite, user_favorite, user_favorite",female,monthly,2016-12-21,2016,December,Wednesday
3265,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1270551,1000.0,1000.0,Bakery,Food,"to buy more bread to sell, such as cemita (bread roll), salpores, toasted bread, pudding, quesadilla, slices bread, baguettes, etc.",SV,USD,199.0,2017-03-30 19:05:28+00:00,2017-03-15 07:00:00+00:00,2017-05-03 18:07:01+00:00,26.0,24,"#Repeat Borrower, user_favorite, user_favorite, #Parent, #Woman Owned Biz",female,monthly,2017-03-30,2017,March,Thursday
2135,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1195550,550.0,550.0,General Store,Retail,"to purchase more basic goods for his store, such as staple foods, bread, beverages, oil, and detergent.",SV,USD,199.0,2016-11-29 13:32:58+00:00,2016-11-15 08:00:00+00:00,2016-12-26 06:02:02+00:00,14.0,5,"#Parent, #First Loan",male,monthly,2016-11-29,2016,November,Tuesday
1130,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,899070,1000.0,1000.0,Electrician,Services,to buy electrical equipment for his work.,SV,USD,199.0,2015-06-09 14:52:49+00:00,2015-05-19 07:00:00+00:00,2015-07-20 16:22:21+00:00,26.0,38,"#Repeat Borrower, #Parent, user_favorite, user_favorite",male,monthly,2015-06-09,2015,June,Tuesday
3043,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1134592,300.0,300.0,Decorations Sales,Retail,"to buy wire, paper, glue and paint in order to make flower arrangements for selling.",SV,USD,199.0,2016-08-17 22:01:22+00:00,2016-07-28 07:00:00+00:00,2016-08-22 10:27:21+00:00,15.0,12,"user_favorite, #Single, #Supporting Family, #Woman Owned Biz",female,monthly,2016-08-17,2016,August,Wednesday
1255,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,935057,700.0,700.0,General Store,Retail,"to invest it in her activity and to buy more products such as rice, sugar, beans and biscuits.",SV,USD,199.0,2015-08-19 14:37:38+00:00,2015-08-05 07:00:00+00:00,2015-09-23 14:28:27+00:00,20.0,7,"#Parent, #Woman Owned Biz",female,monthly,2015-08-19,2015,August,Wednesday
2342,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1242610,250.0,250.0,Pigs,Agriculture,"to buy pigs to breed, sell, or butcher and, in this manner, have the earnings to get by with her children since she is a single mother.",SV,USD,199.0,2017-02-20 21:26:59+00:00,2017-02-10 08:00:00+00:00,2017-02-22 05:52:19+00:00,14.0,7,"#Parent, #Woman Owned Biz, #Single Parent, #Animals",female,bullet,2017-02-20,2017,February,Monday
69,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,663582,1500.0,1500.0,Property,Housing,to finish the payments on a piece of property.,SV,USD,199.0,2014-01-29 15:32:48+00:00,2014-01-28 08:00:00+00:00,2014-03-26 19:48:38+00:00,21.0,51,,female,monthly,2014-01-29,2014,January,Wednesday
782,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,818584,525.0,525.0,Livestock,Agriculture,to buy cattle so he can raise and fatten it before selling it on.,SV,USD,199.0,2014-12-20 15:06:32+00:00,2014-12-15 08:00:00+00:00,2015-02-11 04:14:04+00:00,14.0,14,"#Animals, #Parent, user_favorite",male,monthly,2014-12-20,2014,December,Saturday
1792,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1110013,1050.0,1050.0,Farming,Agriculture,to buy agricultural inputs and grow a half hectare of corn.,SV,USD,199.0,2016-07-01 01:09:59+00:00,2016-06-24 07:00:00+00:00,2016-07-29 00:50:10+00:00,14.0,30,"#Widowed, #Single Parent, #Parent, #Woman Owned Biz, #Vegan, #Supporting Family, user_favorite, user_favorite",female,monthly,2016-07-01,2016,July,Friday
2127,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1195636,1400.0,1400.0,Auto Repair,Services,to buy tools for his auto repair shop.,SV,USD,199.0,2016-11-29 14:22:16+00:00,2016-11-16 08:00:00+00:00,2016-12-28 23:11:20+00:00,26.0,45,"#Biz Durable Asset, #Single Parent, #Parent, #Repair Renew Replace, user_favorite, user_favorite",male,monthly,2016-11-29,2016,November,Tuesday
2564,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1295064,650.0,650.0,Farming,Agriculture,to purchase supplies and prepare the land to plant yucca.,SV,USD,199.0,2017-05-09 15:15:26+00:00,2017-04-26 07:00:00+00:00,2017-05-21 10:57:07+00:00,14.0,24,"#Elderly, #Single, #Vegan",male,monthly,2017-05-09,2017,May,Tuesday
134,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,670163,1000.0,1000.0,Agriculture,Agriculture,"to buy a pair of steers, farm supplies, fertilizer, and pesticide for his cornfield.",SV,USD,199.0,2014-02-14 14:33:36+00:00,2014-01-15 08:00:00+00:00,2014-03-12 16:12:41+00:00,14.0,33,"#Parent, #Animals, #Biz Durable Asset, user_favorite, user_favorite, #Schooling",male,bullet,2014-02-14,2014,February,Friday
1841,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1125484,300.0,300.0,Food Production/Sales,Food,"to buy corn, chicken, potatoes, oil, and salt to sell tamales, and also to construct a gallery where she will make her products.",SV,USD,199.0,2016-07-28 16:22:42+00:00,2016-07-14 07:00:00+00:00,2016-08-31 11:45:15+00:00,14.0,12,"user_favorite, user_favorite, #Parent, #Woman Owned Biz, user_favorite, user_favorite",female,monthly,2016-07-28,2016,July,Thursday
916,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,842350,1000.0,1000.0,Personal Housing Expenses,Housing,to change the roof of her house.,SV,USD,199.0,2015-02-17 16:19:56+00:00,2015-02-05 08:00:00+00:00,2015-03-21 06:10:06+00:00,14.0,34,"user_favorite, user_favorite, #Elderly, #Supporting Family, #Sustainable Ag",female,monthly,2015-02-17,2015,February,Tuesday
1657,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1051734,1000.0,1000.0,Farming,Agriculture,"to buy manure, pesticide and herbicide for his corn and yucca crops.",SV,USD,199.0,2016-04-08 21:31:45+00:00,2016-03-31 07:00:00+00:00,2016-05-13 23:40:08+00:00,15.0,23,"#Parent, #Repeat Borrower, user_favorite, user_favorite",male,bullet,2016-04-08,2016,April,Friday
1328,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,956086,200.0,200.0,Food Stall,Food,To buy ingredients to make tamales.,SV,USD,199.0,2015-09-30 23:21:11+00:00,2015-09-12 07:00:00+00:00,2015-10-08 15:57:44+00:00,14.0,4,,female,monthly,2015-09-30,2015,September,Wednesday
3168,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1229419,650.0,1000.0,Cattle,Agriculture,"to buy a pair of calves, which will eventually provide him with milk.",SV,USD,199.0,2017-01-30 23:44:57+00:00,2017-01-18 08:00:00+00:00,,14.0,17,"#Animals, #Biz Durable Asset",male,bullet,2017-01-30,2017,January,Monday
1157,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,909620,1500.0,1500.0,Cattle,Agriculture,to buy wire and poles for fencing some fields where she has cattle and she will pay labor costs for the farm workers.,SV,USD,199.0,2015-06-27 17:21:46+00:00,2015-06-04 07:00:00+00:00,2015-08-09 22:25:08+00:00,17.0,42,"#Animals, #Elderly, #Woman Owned Biz",female,monthly,2015-06-27,2015,June,Saturday
2604,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1307070,500.0,500.0,Farming,Agriculture,to purchase agricultural supplies such as fertilizers and pesticides and to prepare the land where he plants basic grains.,SV,USD,199.0,2017-05-25 20:08:28+00:00,2017-05-17 07:00:00+00:00,2017-06-26 05:10:32+00:00,13.0,19,"#Parent, #Job Creator",male,bullet,2017-05-25,2017,May,Thursday
3056,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1139144,600.0,600.0,Pigs,Agriculture,"to buy wood, laminated sheeting and nails to make his pigpen bigger.",SV,USD,199.0,2016-08-24 21:44:54+00:00,2016-08-12 07:00:00+00:00,2016-09-26 12:35:55+00:00,14.0,22,"#Single, #Supporting Family, #Repair Renew Replace, user_favorite",male,monthly,2016-08-24,2016,August,Wednesday
2185,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1200388,1300.0,1300.0,Natural Medicines,Health,to purchase natural medicines to continue selling.,SV,USD,199.0,2016-12-07 20:01:16+00:00,2016-12-06 08:00:00+00:00,2016-12-21 19:56:22+00:00,14.0,46,"#Elderly, #Health and Sanitation, #Repeat Borrower, user_favorite, user_favorite, user_favorite, #Woman Owned Biz",female,monthly,2016-12-07,2016,December,Wednesday
1866,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1133368,600.0,600.0,Cattle,Agriculture,to purchase a pair of small calves to fatten and then put up for sale.,SV,USD,199.0,2016-08-15 16:44:25+00:00,2016-08-04 07:00:00+00:00,2016-09-14 09:48:13+00:00,14.0,16,#Animals,female,monthly,2016-08-15,2016,August,Monday
761,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,808183,550.0,550.0,Vehicle,Personal Use,to repair his motorcycle which is his means of transport to get to work. ,SV,USD,199.0,2014-11-29 18:53:06+00:00,2014-11-12 08:00:00+00:00,2015-01-18 15:19:24+00:00,20.0,16,,male,monthly,2014-11-29,2014,November,Saturday
2059,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1183240,675.0,1200.0,Food Production/Sales,Food,"to buy supplies such as corn, cheese, beans, oil, and pork crackling to sell pupusas.",SV,USD,199.0,2016-11-10 15:01:15+00:00,2016-11-08 08:00:00+00:00,,26.0,24,"#Elderly, #Repeat Borrower, #Woman Owned Biz",female,monthly,2016-11-10,2016,November,Thursday
494,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,747780,250.0,1000.0,Food Production/Sales,Food,to buy corn and to make improvements on the place he sells tortillas.,SV,USD,199.0,2014-07-31 19:50:23+00:00,2014-07-25 07:00:00+00:00,,26.0,7,"volunteer_pick, volunteer_like, #Parent, #Schooling, #Supporting Family",male,monthly,2014-07-31,2014,July,Thursday
214,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690577,1200.0,1200.0,Land Rental,Agriculture,to rent the land on which she will plant corn. ,SV,USD,199.0,2014-03-28 15:38:56+00:00,2014-03-10 07:00:00+00:00,2014-04-16 19:09:53+00:00,8.0,36,"user_favorite, #Elderly, #Eco-friendly",female,bullet,2014-03-28,2014,March,Friday
2450,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1267720,1500.0,1500.0,Fruits & Vegetables,Food,to buy tamarind to prepare and later sell to generate earnings for her children's education.,SV,USD,199.0,2017-03-27 16:11:27+00:00,2017-03-16 07:00:00+00:00,2017-04-27 13:12:20+00:00,20.0,41,"#Parent, #Repeat Borrower, #Schooling, #Woman Owned Biz, user_favorite, user_favorite, user_favorite, user_favorite, user_favorite, user_favorite, user_favorite, user_favorite",female,monthly,2017-03-27,2017,March,Monday
408,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,729352,400.0,400.0,Fruits & Vegetables,Food,"to purchase fresh and dried fish, as well as a wide variety of vegetables: onions, tomatoes, chiles, pipian [a type of squash], and others such as achiote [fruit of a small tree] and cumin. ",SV,USD,199.0,2014-06-23 15:11:38+00:00,2014-06-13 07:00:00+00:00,2014-07-10 13:31:05+00:00,14.0,12,"#Animals, #Orphan, #Refugee",female,monthly,2014-06-23,2014,June,Monday
1463,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1002465,900.0,900.0,Metal Shop,Manufacturing,to buy a welding machine and a polishing machine for his shop.,SV,USD,199.0,2015-12-30 19:49:33+00:00,2015-12-07 08:00:00+00:00,2016-01-01 16:25:02+00:00,20.0,35,,male,monthly,2015-12-30,2015,December,Wednesday
294,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,704894,400.0,400.0,Agriculture,Agriculture,"to buy manure and fertilisers for his maize crop, and so produce a good harvest.",SV,USD,199.0,2014-04-30 18:44:50+00:00,2014-04-15 07:00:00+00:00,2014-06-10 15:12:52+00:00,14.0,12,"#Parent, user_favorite",male,bullet,2014-04-30,2014,April,Wednesday
3240,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1263096,300.0,300.0,Farming,Agriculture,"to buy fertilizer, herbicide and seed for his cultivation of maize and beans, and also to pay for labor.",SV,USD,199.0,2017-03-21 19:35:17+00:00,2017-02-22 08:00:00+00:00,2017-04-14 07:11:04+00:00,14.0,12,"#Repeat Borrower, user_favorite, #Vegan, #Job Creator, #Parent",male,bullet,2017-03-21,2017,March,Tuesday
2012,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1174550,600.0,600.0,Food Production/Sales,Food,"Maria purchase spices such as cinnamon, cumin, oregano, barley, etc., which she wishes to continue selling.",SV,USD,199.0,2016-10-25 19:52:31+00:00,2016-10-24 07:00:00+00:00,2016-11-08 01:08:50+00:00,14.0,20,"#Repeat Borrower, #Woman Owned Biz, #Elderly, user_favorite, user_favorite, user_favorite, user_favorite, #Parent, #Single Parent, #Vegan, user_favorite",female,monthly,2016-10-25,2016,October,Tuesday
1824,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1124693,500.0,500.0,Food Production/Sales,Food,to buy an industrial press for selling tortillas.,SV,USD,199.0,2016-07-27 17:12:55+00:00,2016-07-25 07:00:00+00:00,2016-08-27 19:15:53+00:00,11.0,18,"#Biz Durable Asset, #Parent, #Woman Owned Biz, user_favorite, user_favorite",female,monthly,2016-07-27,2016,July,Wednesday
2250,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1222433,950.0,950.0,Tailoring,Services,"to purchase fabrics, threads, zippers, buttons, and other supplies to continue making clothing.",SV,USD,199.0,2017-01-18 21:12:03+00:00,2017-01-16 08:00:00+00:00,2017-01-27 18:49:03+00:00,20.0,28,"#Fabrics, #Repeat Borrower, #Parent, #Supporting Family, user_favorite, user_favorite, user_favorite, user_favorite, user_favorite",male,monthly,2017-01-18,2017,January,Wednesday
1038,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,876704,200.0,1000.0,Personal Housing Expenses,Housing,to buy materials to improve his home and to buy supplies to grow watermelons.,SV,USD,199.0,2015-04-27 14:29:53+00:00,2015-04-14 07:00:00+00:00,,14.0,8,"#Elderly, #Parent, #Vegan, #Widowed, #Supporting Family",male,bullet,2015-04-27,2015,April,Monday
2857,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1001898,400.0,400.0,Photography,Services,buy a new camera for her photography business and invest in her husband's fruit and vegetable business,SV,USD,199.0,2015-12-29 21:10:45+00:00,2015-12-08 08:00:00+00:00,2015-12-30 14:52:24+00:00,14.0,13,,female,monthly,2015-12-29,2015,December,Tuesday
